,title,vote_count,vote_average,overview,release_date,popularity,original_language
8902,A Christmas Carol,173,6.824,"Scrooge is a miserly old businessman in 1840s London. One Christmas Eve he is visited by the ghost of Marley, his dead business partner. Marley foretells that Scrooge will be visited by three spirits, each of whom will attempt to show Scrooge the error of his ways. Will Scrooge reform his ways in time to celebrate Christmas?",1999-12-05,17.133,en
8903,Alice in Wonderland,321,6.3,"Alice follows a white rabbit down a rabbit-hole into a whimsical Wonderland, where she meets characters like the delightful Cheshire Cat, the clumsy White Knight, a rude caterpillar, and the hot-tempered Queen of Hearts and can grow ten feet tall or shrink to three inches. But will she ever be able to return home?",1999-02-28,17.132,en
8904,Anne of Green Gables,220,8.1,"At the turn of the century on Prince Edward Island, Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm. But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley.",1985-12-01,17.132,en
8905,Great Expectations,292,7.217,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker.",1946-12-26,17.132,en
8906,Wedding Daze,306,5.603,"After losing the woman of his dreams, Anderson is convinced he'll never fall in love again. But at the urging of his best friend, he spontaneously proposes to a dissatisfied waitress named Katie and an innocent dare evolves into the kind of love that both have been looking for all along.",2006-09-09,17.132,en
8907,Manderlay,306,6.902,"In 1933, after leaving Dogville, Grace Margaret Mulligan sees a slave being punished at a cotton farm called Manderlay. Officially slavery is illegal and Grace stands up against the owners of the farm. She stays with some gangsters in Manderlay and tries to influence the situation. But when harvest time comes Grace sees the social and economic reality of Manderlay.",2005-05-16,17.132,da
8908,The Extortion,103,7.5,An experienced commercial pilot is forced to collaborate with his country's intelligence services to avoid being punished for a serious fault he committed on the job. He is quickly plunged into an underworld of intrigue and extortion that will put his life at risk and he will pay a very high price to escape from it.,2023-04-06,17.131,es
8909,Promised Land,632,6.288,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.",2012-09-23,17.13,en
8910,"I'm a Cyborg, but That's OK",461,7.12,"Young-goon, mentally deranged and frequently electro-charging herself with a transistor radio, has been admitted into a mental institution. Firmly believing herself to be a cyborg, she refuses to consume like a human being. Il-soon is another patient, who catches the eye of Young-goon and soon becomes a close friend. Il-soon is now confronted with the biggest task: to cure Young-goon's mental problem and have her eat real food.",2006-12-07,17.13,ko
8911,Honey Boy,613,7.098,"The story of a child star attempting to mend his relationship with his law-breaking, alcohol-abusing father over the course of a decade, loosely based on Shia LaBeouf’s life.",2019-09-28,17.128,en
8912,The Twelve Tasks of Asterix,1131,7.326,"Asterix and Obelix depart on an adventure to complete twelve impossible tasks to prove to Caesar that they are as strong as the Gods. You'll roar with laughter as they outwit, outrun, and generally outrage the very people who are trying to prove them ""only human"".",1976-06-26,17.126,fr
8913,The Hills Have Eyes Part II,208,4.435,"A motocross team on their way to trial a new super-fuel head out across the desert lead by Rachel, who, unbeknownst to the rest of the group, is a survivor of the cannibal clan which menaced the Carter family several years before. Opting to take an ill-advised shortcut, the busload of youngsters drive straight into the path of the remnants of Rachel’s demented cannibal kin - the menacing Pluto, and a hulking, blood-hungry brute by the name of The Reaper.",1985-08-02,17.125,en
8914,Sick of Myself,111,7.3,"Increasingly overshadowed by her boyfriend's recent rise to fame as a contemporary artist creating sculptures from stolen furniture, Signe hatches a vicious plan to reclaim her rightfully deserved attention within the milieu of Oslo's cultural elite.",2022-09-30,17.124,no
8915,Us Again,289,7.8,"In a vibrant city pulsating with rhythm and movement, an elderly man and his young-at-heart wife rekindle their youthful passion for life and each other on one magical night.",2021-03-05,17.124,en
8916,The Horse Soldiers,211,7.05,A Union Cavalry outfit is sent behind confederate lines in strength to destroy a rail supply center. Along with them is sent a doctor who causes instant antipathy between him and the commander. The secret plan for the mission is overheard by a southern belle who must be taken along to assure her silence.,1959-06-11,17.124,en
8917,The 300 Spartans,116,6.4,"Essentially true story of how Spartan king Leonidas led an extremely small army of Greek Soldiers (300 of his personal body guards from Sparta) to hold off an invading Persian army now thought to have numbered 250,000.",1962-08-01,17.123,en
8918,The Rifleman of the Voroshilov Regiment,102,7.304,"A very typical post-Soviet era storyline. A bunch of vagabonds lured an innocent teenage girl to their apartment, offered her a drink, intimidated, then gang raped her. Local cops are incapable to undertake an adequate actions against the scoundrels - prevented by the superior chief of the local police, who is the dad of one of the scumbags. The case is closed. The girl's granddad tired of an endless circumlocution decides to take revenge in his own hands.",1999-04-19,17.121,ru
8919,Driven,189,6.3,FBI informant Jim Hoffman lures troubled automobile magnate John DeLorean to an undercover sting for cocaine trafficking.,2019-08-15,17.12,en
8920,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,70,6.5,"A film adaptation of the Last Nanto General story arc from the manga, depicting the final battle between Kenshiro and Raoh that led to Kenshiro becoming the successor of Hokuto Shinken. Some events from the manga / anime have been excluded from the story (such as Raoh's fight with Juza) whereas others have been altered or expanded. New content featuring the final battle from Raoh's perspective have been added. This film serves as the follow-up to the first film in the series, which introduced Raoh and Reina's relationship, this time bringing it to a conclusion.",2007-04-28,17.12,ja
8921,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",163,7.653,"During the same summer as Woodstock, over 300,000 people attended the Harlem Cultural Festival, celebrating African American music and culture, and promoting Black pride and unity. The footage from the festival sat in a basement, unseen for over 50 years, keeping this incredible event in America's history lost — until now.",2021-07-02,17.118,en
8922,The Last Waltz,235,7.647,"Martin Scorsese's documentary intertwines footage from ""The Band's"" incredible farewell tour with probing backstage interviews and featured performances by Eric Clapton, Bob Dylan, Joni Mitchell, Van Morrison, and other rock legends.",1978-05-01,17.118,en
8923,The Grapes of Wrath,884,7.82,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.",1940-03-15,17.118,en
